,FS,MC,VG,name,annotation,model
BSU30550,True,True,True,metK,S-adenosylmethionine synthetase,S_Amino_acids_and_related_molecules
BSU33440,False,True,True,cysJ,assimilatory sulfite reductase (flavoprotein alpha-subunit)sulfite reductase,S_Phosphate_and_sulfur
BSU11420,True,True,True,trpS,tryptophanyl-tRNA synthetase,Expression
BSU33430,False,True,True,cysI,assimilatory sulfite reductase (hemoprotein beta-subunit)sulfite reductase,S_Phosphate_and_sulfur
BSU37070,True,True,True,rpmEA,ribosomal protein L31,Expression
BSU28630,True,True,True,pheT,phenylalanyl-tRNA synthetase (beta subunit)phenylalanyl-tRNA synthetase,Expression
BSU01210,True,True,True,rplV,ribosomal protein L22 (BL17),Expression
BSU01180,True,True,True,rplW,ribosomal protein L23,Expression
BSU01250,True,True,True,rpsQ,ribosomal protein S17 (BS16),Expression
BSU01230,True,True,True,rplP,ribosomal protein L16,Expression
BSU01220,True,True,True,rpsC,ribosomal protein S3 (BS3),Expression
BSU01240,True,True,True,rpmC,ribosomal protein L29,Expression
BSU01270,True,True,True,rplX,ribosomal protein L24 (BL23),Expression
BSU01260,True,True,True,rplNA,ribosomal protein L14,Expression
BSU01200,True,True,True,rpsS,ribosomal protein S19 (BS19),Expression
BSU01190,True,True,True,rplB,ribosomal protein L2 (BL2),Expression
BSU01370,False,False,True,adk,adenylate kinase,S_Nucleotides_and_nucleic_acids
BSU01290,True,True,True,rpsNA,ribosomal protein S14,Expression
BSU01340,True,True,True,rpmD,ribosomal protein L30 (BL27),Expression
BSU01280,True,True,True,rplE,ribosomal protein L5 (BL6),Expression
BSU01320,True,True,True,rplR,ribosomal protein L18,Expression
BSU01330,True,True,True,rpsE,ribosomal protein S5,Expression
BSU01310,True,True,True,rplF,ribosomal protein L6 (BL8),Expression
BSU01300,True,True,True,rpsH,ribosomal protein S8 (BS8),Expression
BSU01350,True,True,True,rplO,ribosomal protein L15,Expression
BSU01360,True,True,True,secY,preprotein translocase subunit,Expression
BSU01380,True,True,True,mapA,methionine aminopeptidase,Expression
BSU04560,False,True,True,ddlA,D-alanyl-D-alanine ligase A,S_Cell_wall
BSU04570,False,True,True,murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate-D-alanyl-D-alanine ligase",S_Cell_wall
BSU01390,True,True,True,infA,initiation factor IF-I,Expression
BSU01400,True,True,True,rpmJ,ribosomal protein L36 (ribosomal protein B),Expression
BSU04640,False,True,True,alrA,D-alanine racemase,S_Amino_acids_and_related_molecules
BSU01420,True,True,True,rpsK,ribosomal protein S11 (BS11),Expression
BSU01430,True,True,True,rpoA,"RNA polymerase, &sigma;HRNA polymerase, &sigma;BRNA polymerase, &sigma;ARNA polymerase, &sigma;YRNA polymerase, &sigma;FRNA polymerase, &sigma;MRNA polymerase, &sigma;XRNA polymerase, &sigma;ZRNA polymerase, &sigma;WRNA polymerase, &sigma;KRNA polymerase (alpha subunit)RNA polymerase, two-subunit &sigma;-factorRNA polymerase, &sigma;ERNA polymerase, ECF-type &sigma;RNA polymerase, core enzymeRNA polymerase, &sigma;VRNA polymerase, &sigma;DRNA polymerase, &sigma;GRNA polymerase, &sigma;IRNA polymerase, &sigma;L",Expression
BSU01410,True,True,True,rpsM,ribosomal protein S13,Expression
BSU01490,True,True,True,rplM,ribosomal protein L13,Expression
BSU01500,True,True,True,rpsI,ribosomal protein S9,Expression
BSU01440,True,True,True,rplQ,ribosomal protein L17 (BL15),Expression
BSU10020,False,False,True,serC,phosphoserine aminotransferase,S_Amino_acids_and_related_molecules
BSU06670,True,True,True,gatC,glutamyl-tRNA(Gln) amidotransferase (subunit C)glutamyl-tRNA(Gln) amidotransferase,Expression
BSU06690,True,True,True,gatB,glutamyl-tRNA(Gln) amidotransferase (subunit B)glutamyl-tRNA(Gln) amidotransferase,Expression
BSU06680,True,True,True,gatA,glutamyl-tRNA(Gln) amidotransferase (subunit A)glutamyl-tRNA(Gln) amidotransferase,Expression
BSU06730,True,True,True,rlmCD,23S rRNA m<sup>5</sup>U747/m<sup>5</sup>U1939 RNA methyltransferase,Expression
BSU29450,False,True,True,argG,argininosuccinate synthase,S_Amino_acids_and_related_molecules
BSU29440,False,True,True,argH,argininosuccinate lyase,S_Amino_acids_and_related_molecules
BSU31400,False,True,True,yugH,putative aspartate aminotransferase,S_Amino_acids_and_related_molecules
BSU31150,False,True,True,uppP,undecaprenyl-pyrophosphate phosphatase,S_Cell_wall
BSU32170,False,True,True,dapF,diaminopimelate epimerase,S_Amino_acids_and_related_molecules
BSU33170,False,True,True,yvrB,putative vitamin B12 permease,
BSU32680,False,True,True,sufU,iron-sulfur cluster assembly sulfur-transfer protein (Zn(2+)-dependent),Expression
BSU34860,False,True,True,hisIE,bifunctional phosphoribosyl-AMP cyclohydrolase; phosphoribosyl-ATP pyrophosphohydrolase,S_Amino_acids_and_related_molecules
BSU34880,False,True,True,hisA,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,S_Amino_acids_and_related_molecules
BSU34890,False,True,True,hisH,"imidazole glycerol phosphate synthaseimidazole glycerol phosphate synthase, glutamine amidotransferase subunit",S_Amino_acids_and_related_molecules
BSU34870,False,True,True,hisF,imidazole glycerol phosphate synthaseimidazole glycerol phosphate synthase subunit,S_Amino_acids_and_related_molecules
BSU34900,False,True,True,hisB,imidazoleglycerol-phosphate dehydratase [Mn(II)-dependent],S_Amino_acids_and_related_molecules
BSU34910,False,True,True,hisD,histidinol dehydrogenase,S_Amino_acids_and_related_molecules
BSU34920,False,True,True,hisG,ATP phosphoribosyltransferase,S_Amino_acids_and_related_molecules
BSU28370,True,True,True,rph,ribonuclease PH,Expression
BSU30690,True,True,True,ytiB,carbonic anhydrase,S_Other_function
BSU35530,True,False,True,tagO,UDP-N-acetylglucosamine:undecaprenyl-P N-acetylglucosaminyl-1-P transferase,S_Cell_wall
BSU35710,True,False,True,tagG,wall teichoic acid ABC transporterwall teichoic acid ABC transporter membrane subunit,S_Cell_wall
BSU35680,True,False,True,ggaB,poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase,S_Cell_wall
BSU35690,True,False,True,ggaA,poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase (missing signal peptide),S_Cell_wall
BSU35700,True,False,True,tagH,wall teichoic acid ABC transporterwall teichoic acid ABC transporter ATP-binding protein,S_Cell_wall
BSU37010,True,True,True,prfA,peptide chain release factor 1,Expression
BSU37080,True,True,True,rho,transcriptional terminator Rho,Expression
BSU41050,True,True,True,rnpA,ribonuclease Pprotein component of ribonuclease P (RNase P) (substrate specificity),Expression
BSU36510,,False,True,amtB,ammonium transporter,S_Transport
BSU36800,,True,True,atpC,"ATP synthase (subunit epsilon, F1 subunit)ATP synthase, F1ATP synthase",S_Membrane_bioenergetics
BSU36840,,True,True,atpH,"ATP synthase, F1ATP synthaseATP synthase (subunit delta, component F1)",S_Membrane_bioenergetics
BSU36830,,True,True,atpA,"ATP synthase, F1ATP synthaseATP synthase (subunit alpha, component F1)",S_Membrane_bioenergetics
BSU36820,,True,True,atpG,"ATP synthase, F1ATP synthaseATP synthase (subunit gamma, component F1)",S_Membrane_bioenergetics
BSU36810,,True,True,atpD,"ATP synthase, F1ATP synthaseATP synthase (subunit beta, component F1)",S_Membrane_bioenergetics
BSU36870,,True,True,atpB,"ATP synthase (subunit a, component F0)ATP synthaseATP synthase, F0",S_Membrane_bioenergetics
BSU36850,,True,True,atpF,"ATP synthase (subunit b, component F0)ATP synthaseATP synthase, F0",S_Membrane_bioenergetics
BSU36860,,True,True,atpE,"ATP synthase (subunit c, component F0)ATP synthaseATP synthase, F0",S_Membrane_bioenergetics
BSU36880,,True,True,atpI,AtpI protein,S_Membrane_bioenergetics
