,FS,MC,VG,name,annotation,model
BSU39860,False,False,False,aldX,putative aldehyde dehydrogenase,S_Carbohydrates_and_related_molecules
BSU04030,False,False,False,ycsD,putative hydroxyacyl-(acyl carrier protein) dehydratase,S_Lipids
BSU25500,False,False,False,hemN,coproporphyrinogen III oxidase,S_Coenzymes_and_prosthetic_groups
BSU24350,True,False,True,accB,acetyl-CoA carboxylase subunit (biotin carboxyl carrier subunit),S_Lipids
BSU00510,False,False,True,prs,phosphoribosylpyrophosphate synthetase,S_Nucleotides_and_nucleic_acids
BSU24340,True,False,True,accC,acetyl-CoA carboxylase subunit (biotin carboxylase subunit),S_Lipids
BSU17680,False,False,False,thyA,thymidylate synthase A (phage origin),S_Nucleotides_and_nucleic_acids
BSU02290,True,False,True,psd,phosphatidylserine decarboxylase; 32 kDa precursor processed into a 29 kDa protein,S_Lipids
BSU02270,True,False,True,pssA,phosphatidylserine synthase,S_Lipids
BSU33900,True,True,True,eno,enolase,S_Carbohydrates_and_related_molecules
BSU00380,True,True,True,metS,methionyl-tRNA synthetase,S_Other_function
BSU00500,True,True,True,glmU,bifunctional glucosamine-1-phosphate N-acetyltransferase/UDP-N-acetylglucosamine pyrophosphorylase,S_Cell_wall
BSU06240,False,False,False,bdhA,"acetoin reductase/2,3-butanediol dehydrogenase",S_Carbohydrates_and_related_molecules
BSU30560,False,False,False,pckA,phosphoenolpyruvate carboxykinase,S_Carbohydrates_and_related_molecules
BSU36890,False,False,False,upp,uracil phosphoribosyltransferase,S_Nucleotides_and_nucleic_acids
BSU09440,False,False,False,citA,citrate synthase I,S_Carbohydrates_and_related_molecules
BSU15110,False,False,False,panE,2-dehydropantoate 2-reductase,S_Coenzymes_and_prosthetic_groups
BSU35780,False,False,False,lytD,exported N-acetylglucosaminidase (major autolysin) (CWBP90),S_Cell_wall
BSU10140,False,False,False,hemY,promiscuous protoporphyrinogen IX and coproporphyrinogen III oxidase,S_Coenzymes_and_prosthetic_groups
BSU29020,False,False,False,gapB,"glyceraldehyde-3-phosphate dehydrogenase (NADP-dependent, gluconeogenesis)",S_Carbohydrates_and_related_molecules
BSU10120,False,False,False,hemE,uroporphyrinogen III decarboxylase,S_Coenzymes_and_prosthetic_groups
BSU10130,False,False,False,hemH,coproporphyrin ferrochelatase,S_Coenzymes_and_prosthetic_groups
BSU29010,False,False,False,speD,S-adenosylmethionine decarboxylase,S_Amino_acids_and_related_molecules
BSU24080,False,False,False,bcd,branched-chain amino acid dehydrogenase,S_Amino_acids_and_related_molecules
BSU24070,False,False,False,buk,branched-chain fatty-acid kinase,S_Carbohydrates_and_related_molecules
BSU24090,False,False,False,ptb,phosphate BCFA and butyryl coenzyme A transferase,S_Carbohydrates_and_related_molecules
BSU18000,False,False,False,citB,aconitate hydratase (bifunctional aconitase),S_Carbohydrates_and_related_molecules
BSU29300,False,False,False,ribR,RNA-binding riboflavin kinase,S_Coenzymes_and_prosthetic_groups
BSU29140,False,False,False,citZ,citrate synthase II,S_Carbohydrates_and_related_molecules
BSU29120,False,False,False,mdh,malate dehydrogenase (NAD-dependent),S_Carbohydrates_and_related_molecules
BSU29130,False,False,False,icd,isocitrate dehydrogenase,S_Carbohydrates_and_related_molecules
BSU40500,True,True,True,rplI,ribosomal protein L9,Expression
BSU01770,True,True,True,glmM,phosphoglucosamine mutase,S_Carbohydrates_and_related_molecules
BSU16780,True,True,True,rnjB,RNase J complexdual activity 5' exo-and endoribonuclease J2,Expression
BSU11330,False,False,False,fabHA,beta-ketoacyl-acyl carrier protein synthase III 1,S_Lipids
BSU18670,False,False,False,oxdD,oxalate decarboxylase (Mn2+-dependent); spore constituent,S_Carbohydrates_and_related_molecules
BSU24050,True,False,True,bkdAA,branched-chain alpha-keto acid dehydrogenase E1 subunit,S_Lipids
BSU40110,False,False,False,bglA,aryl-6-phospho-beta-glucosidase,S_Carbohydrates_and_related_molecules
BSU01730,False,False,False,sigW,"RNA polymerase, &sigma;WRNA polymerase ECF(extracytoplasmic function)-type sigma factor W",Expression
BSU03200,False,False,False,putB,proline oxidase,S_Amino_acids_and_related_molecules
BSU15200,False,True,True,murD,UDP-N-acetylmuramoylalanyl-D-glutamate ligase,S_Cell_wall
BSU15220,False,True,True,murG,UDP-N-acetylglucosamine-N-acetylmuramyl- (pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,S_Cell_wall
BSU24030,True,False,True,bkdB,branched-chain alpha-keto acid dehydrogenase E2 subunit (lipoamide acyltransferase),S_Lipids
BSU24040,True,False,True,bkdAB,branched-chain alpha-keto acid dehydrogenase E1 subunit,S_Lipids
BSU15230,False,True,True,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,S_Cell_wall
BSU15180,False,True,True,murE,"UDP-N-acetylmuramoylalanyl-D-glutamate-2, 6-diaminopimelate ligase",S_Cell_wall
BSU28120,False,False,False,hemL,"glutamate-1-semialdehyde 2,1-aminomutase",S_Coenzymes_and_prosthetic_groups
BSU24060,True,False,True,lpdV,branched-chain alpha-keto acid dehydrogenase E3 subunit (dihydrolipoamide dehydrogenase),S_Lipids
BSU15190,False,True,True,mraY,phospho-N-acetylmuramoyl-pentapeptide undecaprenyl phosphate (C55P) transferase,S_Cell_wall
BSU28130,False,False,False,hemB,delta-aminolevulinic acid dehydratase (porphobilinogen synthase),S_Coenzymes_and_prosthetic_groups
BSU28140,False,False,False,hemD,uroporphyrinogen III cosynthase,S_Coenzymes_and_prosthetic_groups
BSU06360,False,False,True,guaA,GMP synthetase,S_Nucleotides_and_nucleic_acids
BSU28150,False,False,False,hemC,porphobilinogen deaminase (hydroxymethylbilane synthase),S_Coenzymes_and_prosthetic_groups
BSU13120,False,False,False,proB,glutamate 5-kinase,S_Amino_acids_and_related_molecules
BSU13130,False,False,False,proA,gamma-glutamyl phosphate reductase,S_Amino_acids_and_related_molecules
BSU15930,False,False,False,rnc,ribonuclease III,Expression
BSU17150,False,False,False,pksG,acetyl-S-AcpK beta-ketothioester bacillaene intermediate transferase,S_Carbohydrates_and_related_molecules
BSU31750,False,False,False,pncB,nicotinate phosphoribosyltransferase,S_Coenzymes_and_prosthetic_groups
BSU37170,False,False,False,acdA,acyl-CoA dehydrogenase,S_Lipids
BSU32130,False,False,False,guaC,GMP reductase (NADP-dependent),S_Nucleotides_and_nucleic_acids
BSU11340,True,False,True,fabF,beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis),S_Lipids
BSU08030,False,False,False,dusC,tRNA-dihydrouridine synthase 2,Expression
BSU11710,False,False,False,thiD,"phosphomethylpyrimidine kinase, 4-amino-5-hydroxymethyl-2-methylpyrimidine and 4-amino-5-hydroxymethyl-2-methylpyrimidine pyrophosphate kinase",S_Coenzymes_and_prosthetic_groups
BSU11670,False,False,False,thiO,glycine oxidase,S_Amino_acids_and_related_molecules
BSU11650,False,False,False,tenA,thiaminase II,S_Coenzymes_and_prosthetic_groups
BSU38040,False,False,False,sacA,sucrose-6-phosphate hydrolase,S_Carbohydrates_and_related_molecules
BSU18220,False,False,False,ldeF,methylglutaconyl-CoA hydratase (leucine degradation),S_Lipids
BSU18230,False,False,False,ldeG,hydroxymethylglutaryl-CoA lyase (leucine degradation),S_Lipids
BSU18260,False,False,False,ldeJ,isovaleryl-CoA dehydrogenase (leucine degradation),S_Lipids
BSU16650,True,True,True,rbfA,pre-ribosomal (17S) RNA binding factor A,Expression
BSU16630,True,True,True,infB,initiation factor IF-2,Expression
BSU18210,False,False,False,ldeE,methylcrotonoyl-CoA carboxylase subunit (leucine degradation),S_Carbohydrates_and_related_molecules
BSU16600,True,True,True,nusA,intrinsic transcription termination factor NusA,Expression
BSU18250,False,False,False,ldeI,acetoacetyl-CoA synthetase,S_Lipids
BSU13600,False,False,False,mtnX,2-hydroxy-3-keto-5-methylthiopentenyl-1- phosphatephosphatase (HK-MTPenyl-1-P phosphatase),S_Amino_acids_and_related_molecules
BSU37160,True,True,True,rpoE,"RNA polymerase, &sigma;VRNA polymerase, &sigma;FRNA polymerase, &sigma;MRNA polymerase, &sigma;KRNA polymerase, &sigma;WRNA polymerase, &sigma;IRNA polymerase, ECF-type &sigma;RNA polymerase, &sigma;BRNA polymerase, &sigma;XRNA polymerase, core enzymeRNA polymerase, &sigma;ARNA polymerase, &sigma;ZRNA polymerase, &sigma;ERNA polymerase, two-subunit &sigma;-factorRNA polymerase, &sigma;GRNA polymerase, &sigma;YRNA polymerase, &sigma;HRNA polymerase (delta subunit) and transcriptional repressorRNA polymerase, &sigma;DRNA polymerase, &sigma;L",Expression
BSU29470,False,False,False,ackA,acetate kinase,S_Carbohydrates_and_related_molecules
BSU13610,False,False,False,mtnB,methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase),S_Amino_acids_and_related_molecules
BSU13590,False,False,False,mtnW,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase (DK-MTP-1-P enolase)",S_Amino_acids_and_related_molecules
BSU15910,True,False,True,fabG,beta-ketoacyl-acyl carrier protein reductase,S_Lipids
BSU13620,False,False,False,mtnD,acireductone dioxygenase (Ni2+ or Fe2+-requiring),S_Amino_acids_and_related_molecules
BSU18800,False,False,False,penP,beta-lactamase precursor (putative hydrolase),S_Other_function
BSU19360,False,False,False,odhB,"2-oxoglutarate dehydrogenase complex (dihydrolipoamide transsuccinylase, E2 subunit)",S_Carbohydrates_and_related_molecules
BSU19370,False,False,False,odhA,2-oxoglutarate dehydrogenase (E1 subunit),S_Carbohydrates_and_related_molecules
BSU26600,False,False,False,bltD,spermine/spermidine acetyltransferase,S_Amino_acids_and_related_molecules
BSU15900,True,False,True,fabD,malonyl CoA:acyl carrier protein transacylase,S_Lipids
BSU13450,False,False,False,sigI,"RNA polymerase sigma factor (heat stress responsive)RNA polymerase, &sigma;I",Expression
BSU27610,False,False,False,apt,adenine phosphoribosyltransferase,S_Nucleotides_and_nucleic_acids
BSU22100,False,False,False,kdgA,2-keto-3-deoxygluconate-6-phosphate aldolase,S_Carbohydrates_and_related_molecules
BSU38700,False,False,False,sigY,"RNA polymerase, &sigma;YRNA polymerase ECF (extracytoplasmic function)-type sigma factor (sigma-Y)",Expression
BSU22110,False,False,False,kdgK,2-keto-3-deoxygluconate kinase,S_Carbohydrates_and_related_molecules
BSU36760,False,False,False,murAA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,S_Cell_wall
BSU33240,False,False,False,oxdC,oxalate decarboxylase,S_Carbohydrates_and_related_molecules
BSU25300,False,False,False,cdd,cytidine/deoxycytidine deaminase,S_Nucleotides_and_nucleic_acids
BSU22490,False,True,True,dapB,"(4S)-4-hydroxy-2,3,4, 5-tetrahydro-(2S)-dipicolinic acid (HTPA) dehydratase reductase",S_Amino_acids_and_related_molecules
BSU37150,False,False,True,pyrG,CTP synthetase,S_Nucleotides_and_nucleic_acids
BSU23760,False,False,False,coaA,pantothenate kinase,S_Coenzymes_and_prosthetic_groups
BSU22480,False,False,False,mgsA,methylglyoxal synthase,S_Carbohydrates_and_related_molecules
BSU25290,True,True,True,era,maturation of 16S RNA and assembly of 30S ribosomal subunit GTPase,Expression
BSU35750,True,False,True,tagA,"N-acetylmannosamine (ManNAc) C4 hydroxyl of a membrane-anchored N-acetylglucosaminyl diphospholipid (GlcNAc-pp-undecaprenyl, lipid I) glycosyltransferase",S_Cell_wall
BSU35760,True,False,True,tagB,"teichoic acid primase, CDP-glycerol:N-acetyl-beta-d-mannosaminyl-1, 4-N-acetyl-d-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase",S_Cell_wall
BSU28640,True,True,True,pheS,phenylalanyl-tRNA synthetase (alpha subunit)phenylalanyl-tRNA synthetase,Expression
BSU23770,False,False,False,dsdA,D-serine ammonia-lyase,S_Amino_acids_and_related_molecules
BSU38830,False,False,False,aldY,putative aldehyde dehydrogenase,S_Carbohydrates_and_related_molecules
BSU15820,True,True,True,rpmB,ribosomal protein L28,Expression
BSU40550,True,False,True,ppaC,inorganic pyrophosphatase (Mn2+-dependent),S_Phosphate_and_sulfur
BSU22440,True,False,True,birA,biotin acetyl-CoA-carboxylase ligase and biotin regulon repressor (BirA-biotinoyl-5'-AMP),S_Lipids
BSU14180,False,True,True,dapH,tetrahydrodipicolinate N-acetyltransferase,S_Amino_acids_and_related_molecules
BSU14000,False,True,True,dapX,"N-acetyl-L,L-diaminopimelate aminotransferase",S_Amino_acids_and_related_molecules
BSU13960,False,False,False,ohaC,beta-hydroxyacid dehydrogenase (acts on 3-hydroxypropionate with NADP),S_Carbohydrates_and_related_molecules
BSU12160,False,False,False,yjgC,formate dehydrogenase ForCE1formate dehydrogenase subunit ForC1,S_Membrane_bioenergetics
BSU14190,False,True,True,dapI,<i>N</i>-acetyl-diaminopimelate deacetylase,S_Amino_acids_and_related_molecules
BSU12080,False,False,False,ctaO,heme <i>o</i> synthase 1,S_Membrane_bioenergetics
BSU13730,False,False,False,queD,"6-carboxy-5,6,7,8-tetrahydropterin synthase; queuosine biosynthesis",S_Coenzymes_and_prosthetic_groups
BSU13180,False,False,True,metE,cobalamin-independent methionine synthase,S_Amino_acids_and_related_molecules
BSU13110,False,False,False,purU,formyltetrahydrofolate hydrolase,S_Coenzymes_and_prosthetic_groups
BSU14520,False,False,False,adeC,adenine deaminase,S_Nucleotides_and_nucleic_acids
BSU14830,False,False,False,glsB,L-glutamine amidohydrolase; glutaminase,S_Amino_acids_and_related_molecules
BSU14670,False,False,False,suhB,inositol monophosphatase / 5' nucleotidase (purine nucleoside monophosphate),S_Carbohydrates_and_related_molecules
BSU15350,False,False,False,thiQ,<i>N</i>-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase,S_Amino_acids_and_related_molecules
BSU15020,False,False,False,coaD,phosphopantetheine adenylyltransferase,S_Coenzymes_and_prosthetic_groups
BSU15680,False,False,True,gmk,guanylate kinase,S_Nucleotides_and_nucleic_acids
BSU15700,False,False,False,coaBC,coenzyme A biosynthesis bifunctional protein CoaBC; phosphopantothenoylcysteine synthetase/decarboxylase,S_Coenzymes_and_prosthetic_groups
BSU15790,False,False,False,rpe,ribulose-5-phosphate 3-epimerase,S_Carbohydrates_and_related_molecules
BSU15860,False,False,False,sdaAA,L-serine dehydratase (alpha chain)L-serine dehydratase,S_Amino_acids_and_related_molecules
BSU15850,False,False,False,sdaAB,L-serine dehydrataseL-serine dehydratase (beta chain),S_Amino_acids_and_related_molecules
BSU15920,False,False,False,acpA,acyl carrier protein,Expression
BSU15080,True,True,True,rpmF,ribosomal protein L32,Expression
BSU15690,True,True,True,rpoZ,"RNA polymerase, &sigma;VRNA polymerase, &sigma;FRNA polymerase, &sigma;MRNA polymerase, &sigma;KRNA polymerase, &sigma;WRNA polymerase, &sigma;IRNA polymerase, ECF-type &sigma;RNA polymerase, core enzymeRNA polymerase, &sigma;BRNA polymerase, &sigma;XRNA polymerase, &sigma;ARNA polymerase, &sigma;Zomega subunit of RNA polymeraseRNA polymerase, &sigma;ERNA polymerase, two-subunit &sigma;-factorRNA polymerase, &sigma;GRNA polymerase, &sigma;YRNA polymerase, &sigma;HRNA polymerase, &sigma;DRNA polymerase, &sigma;L",Expression
BSU15720,True,True,True,defA,peptide deformylase,S_Amino_acids_and_related_molecules
BSU15430,True,True,True,ileS,isoleucyl-tRNA synthetase,Expression
BSU16510,False,False,False,pyrH,uridylate kinase,S_Nucleotides_and_nucleic_acids
BSU15730,True,True,True,fmt,methionyl-tRNA formyltransferase,S_Other_function
BSU16530,False,False,False,uppS,undecaprenyl pyrophosphate synthase,S_Lipids
BSU15750,True,True,True,rlmN,23S rRNA m2A2503 methyltransferase and tRNA A37 C2 methyltransferase,Expression
BSU16550,False,False,True,dxr,1-deoxy-D-xylulose-5-phosphate reductoisomerase,S_Carbohydrates_and_related_molecules
BSU16040,True,True,True,rplS,ribosomal protein L19,Expression
BSU16670,False,True,True,ribC,riboflavin biosynthesis protein RibC,S_Coenzymes_and_prosthetic_groups
BSU16490,True,True,True,rpsB,ribosomal protein S2,Expression
BSU16500,True,True,True,tsf,elongation factor Ts,Expression
BSU16020,True,True,True,rimM,16S rRNA processing protein,Expression
BSU16990,False,False,False,tdh,threonine 3-dehydrogenase,S_Amino_acids_and_related_molecules
BSU17000,False,False,False,kbl,2-amino-3-ketobutyrate CoA ligase (glycine acetyl transferase),S_Amino_acids_and_related_molecules
BSU17660,False,False,False,dutA,deoxyuridine 5'-triphosphate pyrophosphatase (phage origin),S_Nucleotides_and_nucleic_acids
BSU17710,False,False,False,tatAC,component of the twin-arginine pre-protein translocation pathway,Expression
BSU18480,False,False,False,proH,pyrroline-5-carboxylate reductase ProH,S_Amino_acids_and_related_molecules
BSU16520,True,True,True,frr,ribosome recycling factor,Expression
BSU18570,False,False,False,yoaE,molybdopterin cofactor oxido-reductase,S_Membrane_bioenergetics
BSU19310,False,False,False,dhaS,aldehyde dehydrogenase,S_Carbohydrates_and_related_molecules
BSU16540,True,False,True,cdsA,phosphatidate cytidylyltransferase (CDP-diglyceride synthase),S_Lipids
BSU19630,False,False,False,deoD,purine nucleoside phosphorylase,S_Nucleotides_and_nucleic_acids
BSU19690,False,False,False,kamA,"lysine 2,3-aminomutase",S_Amino_acids_and_related_molecules
BSU19710,False,False,False,yodQ,putative deacetylase,S_Amino_acids_and_related_molecules
BSU16570,True,True,True,proS,prolyl-tRNA synthetase,Expression
BSU20020,False,False,False,dutB,SPbeta phage deoxyuridine 5'-triphosphate nucleotidohydrolase,S_Nucleotides_and_nucleic_acids
BSU20250,False,False,False,mtbP,DNA (cytosine-5-)-methyltransferase; phage SPbeta,S_Amino_acids_and_related_molecules
BSU16680,True,True,True,rpsO,ribosomal protein S15 (BS18),Expression
BSU21690,False,False,False,msrA,peptide methionine S-sulfoxide reductase,S_Amino_acids_and_related_molecules
BSU21810,False,False,False,dfrA,dihydrofolate reductase,S_Coenzymes_and_prosthetic_groups
BSU21820,False,False,False,thyB,thymidylate synthase B,S_Nucleotides_and_nucleic_acids
BSU22130,False,False,False,kduI,"4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase, 5-keto-4-deoxyuronate isomerase",S_Carbohydrates_and_related_molecules
BSU21900,False,False,False,bsaA,bacillithiol peroxidase,S_Other_function
BSU22140,False,False,False,kduD,2-keto-3-deoxygluconate oxidoreductase,S_Carbohydrates_and_related_molecules
BSU16690,True,True,True,pnpA,polynucleotide phosphorylase (PNPase),Expression
BSU16960,True,True,True,rny,endoribonuclease Y,Expression
BSU22370,False,True,True,aspB,anabolic oxaloacetate / glutamate aminotransferase,S_Amino_acids_and_related_molecules
BSU22420,False,False,False,panC,pantothenate synthetase,S_Coenzymes_and_prosthetic_groups
BSU22410,False,False,False,panD,aspartate 1-decarboxylase,S_Coenzymes_and_prosthetic_groups
BSU22430,False,False,False,panB,ketopantoate hydroxymethyltransferase,S_Coenzymes_and_prosthetic_groups
BSU22690,False,False,False,aroH,chorismate mutase,S_Amino_acids_and_related_molecules
BSU22700,False,False,True,aroB,3-dehydroquinate synthase,S_Amino_acids_and_related_molecules
BSU22710,False,False,True,aroF,chorismate synthase,S_Amino_acids_and_related_molecules
BSU22740,False,False,True,hepT,heptaprenyl diphosphate synthase component IIheptaprenyl diphosphate synthase,S_Coenzymes_and_prosthetic_groups
BSU22750,False,False,True,menG,demethylmenaquinone methyltransferase,S_Coenzymes_and_prosthetic_groups
BSU22760,False,False,True,hepS,heptaprenyl diphosphate synthaseheptaprenyl diphosphate synthase component I,S_Coenzymes_and_prosthetic_groups
BSU22830,False,False,True,gpsA,NADPH-dependent glycerol-3-phosphate dehydrogenase,S_Carbohydrates_and_related_molecules
BSU22870,False,False,False,fni,isopentenyl diphosphate isomerase (typeII),S_Lipids
BSU22890,False,False,True,cmk,cytidylate kinase,S_Nucleotides_and_nucleic_acids
BSU23380,False,True,True,lysA,"meso-2,6-diaminopimelate decarboxylase",S_Amino_acids_and_related_molecules
BSU23610,False,False,False,nudF,isopentenyl pyrophosphate and dimethylallyl pyrophosphate diphosphatase (moonlighting ADP-ribose pyrophosphatase),S_Carbohydrates_and_related_molecules
BSU23920,False,False,False,yqjD,putative propionyl-CoA carboxylase beta chain,S_Carbohydrates_and_related_molecules
BSU24280,False,False,True,ispA,farnesyl diphosphate synthase,S_Lipids
BSU24270,False,False,True,dxs,1-deoxyxylulose-5-phosphate synthase,S_Carbohydrates_and_related_molecules
BSU24850,False,False,False,glcK,glucose kinase,S_Carbohydrates_and_related_molecules
BSU21920,True,False,True,ugtP,UDP-glucose diacylglyceroltransferase,S_Lipids
BSU25020,False,False,False,sodA,superoxide dismutase (Mn[2+]-dependent),S_Other_function
BSU25160,False,False,True,ispH,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase,S_Lipids
BSU22360,True,True,True,asnS,asparaginyl-tRNA synthetase,Expression
BSU25310,False,False,False,unpK,undecaprenol kinase,S_Lipids
BSU25660,False,False,True,aroE,shikimate 5-dehydrogenase,S_Amino_acids_and_related_molecules
BSU27220,False,False,False,yrhE,formate dehydrogenase ForC2formate dehydrogenase ForCE2,S_Membrane_bioenergetics
BSU25900,False,False,False,cwlA,N-acetylmuramoyl-L-alanine amidase; skin element,S_Cell_wall
BSU26810,False,False,False,murI,glutamate racemase,S_Amino_acids_and_related_molecules
BSU22730,True,False,True,ndk,nucleoside diphosphate kinase,S_Nucleotides_and_nucleic_acids
BSU22880,True,True,True,rpfA,RNA degradation presenting factor (ribosomal protein S1 homolog),Expression
BSU27330,False,False,False,udk,uridine kinase,S_Nucleotides_and_nucleic_acids
BSU25640,True,False,True,nadD,nicotinate-nucleotide adenylyltransferase,S_Coenzymes_and_prosthetic_groups
BSU24900,True,True,True,rpmGA,ribosomal protein L33,Expression
BSU25410,True,True,True,rpsU,ribosomal protein S21,Expression
BSU27320,True,True,True,greA,transcription elongation factor resolving backtracking / stalling,Expression
BSU27560,True,True,True,hisS,histidyl-tRNA synthetase,Expression
BSU27550,True,True,True,aspS,"aspartyl-tRNA synthetase, promiscuous (also recognizes tRNAasn)",Expression
BSU27410,True,True,True,alaS,alanyl-tRNA synthetase,Expression
BSU27650,True,True,True,secDF,protein-export membrane protein,Expression
BSU27960,True,True,True,rplU,ribosomal protein L21 (BL20),Expression
BSU18470,False,False,False,proJ,glutamate 5-kinase,S_Amino_acids_and_related_molecules
BSU15560,False,False,True,pyrE,orotate phosphoribosyltransferase,S_Nucleotides_and_nucleic_acids
BSU15500,False,False,True,pyrC,dihydroorotase,S_Nucleotides_and_nucleic_acids
BSU05740,False,False,False,phoB,"alkaline phosphatase III (promiscuous, heptaprenylglyceryl phosphate is a substrate)",S_Phosphate_and_sulfur
BSU14590,False,False,False,pdhB,pyruvate dehydrogenase (E1 beta subunit)pyruvate dehydrogenase,S_Carbohydrates_and_related_molecules
BSU14580,False,False,False,pdhA,pyruvate dehydrogenase (E1 alpha subunit)pyruvate dehydrogenase,S_Carbohydrates_and_related_molecules
BSU14610,False,False,False,pdhD,dihydrolipoamide dehydrogenase E3 subunit of both pyruvate dehydrogenase and 2-oxoglutarate dehydrogenase complexes,S_Carbohydrates_and_related_molecules
BSU14600,False,False,False,pdhC,pyruvate dehydrogenase (dihydrolipoamide acetyltransferase E2 subunit),S_Carbohydrates_and_related_molecules
BSU15490,False,False,True,pyrB,aspartate carbamoyltransferase,S_Nucleotides_and_nucleic_acids
BSU15510,False,False,False,pyrAA,"carbamoyl-phosphate synthetase Ppyrimidine-specific carbamoyl-phosphate synthetase (small subunit, glutaminase subunit)",S_Amino_acids_and_related_molecules
BSU15550,False,False,True,pyrF,orotidine 5'-phosphate decarboxylase,S_Nucleotides_and_nucleic_acids
BSU15540,False,False,True,pyrD,dihydroorotate dehydrogenasedihydroorotate dehydrogenase (catalytic subunit),S_Nucleotides_and_nucleic_acids
BSU15520,False,False,False,pyrAB,carbamoyl-phosphate synthetase Ppyrimidine-specific carbamoyl-phosphate synthetase (large subunit),S_Amino_acids_and_related_molecules
BSU15530,False,False,True,pyrK,dihydroorotate dehydrogenasedihydroorotate dehydrogenase (electron transfer subunit),S_Nucleotides_and_nucleic_acids
BSU02390,False,False,False,ilvE,isoleucine-valine aminotransferase / aromatic amino acid aminotransferase,S_Amino_acids_and_related_molecules
BSU31990,False,False,False,dhbC,isochorismate synthase (siderophore-specific),S_Coenzymes_and_prosthetic_groups
BSU31980,False,False,False,dhbE,"bacillibactin synthase multienzyme complex2,3-dihydroxybenzoate-[DhbB aryl-carrier protein] ligase2,3-dihydroxybenzoate-AMP ligase",S_Coenzymes_and_prosthetic_groups
BSU32000,False,False,False,dhbA,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",S_Coenzymes_and_prosthetic_groups
BSU02430,False,False,False,glsA,glutaminase,S_Amino_acids_and_related_molecules
BSU07990,False,False,False,yfjR,putative beta-hydroxyacid dehydrogenase,S_Amino_acids_and_related_molecules
BSU31970,False,False,False,dhbB,<i>holo</i>-DhbB protein<i>apo</i>-DhbB pentamerbacillibactin synthase multienzyme complexisochorismatase (siderophore specific),S_Coenzymes_and_prosthetic_groups
BSU07810,False,False,False,treA,trehalose-6-phosphate hydrolase,S_Carbohydrates_and_related_molecules
BSU35570,False,False,False,tuaE,putative polymerase of teichuronic acid repeating units,S_Cell_wall
BSU35600,False,False,False,tuaB,putative exporter involved in biosynthesis of teichuronic acid,S_Cell_wall
BSU35540,False,False,False,tuaH,putative glycosyltransferase (teichuronic acid),S_Cell_wall
BSU35609,False,False,False,tuaAc,putative undecaprenyl-phosphate N-acetylgalactosaminyl-1-phosphate transferase; C-terminal part of TuaA,S_Cell_wall
BSU35290,True,True,True,prfB,peptide chain release factor 2,Expression
BSU35550,False,False,False,tuaG,putative glycosyltransferase (teichuronic acid),S_Cell_wall
BSU35300,True,True,True,secA,translocase binding subunit (ATPase),Expression
BSU35590,False,False,False,tuaC,putative glycosyltransferase (teichuronic acid),S_Cell_wall
BSU32410,False,False,False,pucH,allantoinase,S_Nucleotides_and_nucleic_acids
BSU35580,False,False,False,tuaD,UDP-glucose 6-dehydrogenase (teichuronic acid),S_Cell_wall
BSU26970,False,False,False,adhB,putative oxidoreductase (involving bacillithiol),S_Carbohydrates_and_related_molecules
BSU00730,False,False,False,cysK,cysteine synthase,S_Amino_acids_and_related_molecules
BSU15980,True,True,True,ffh,signal recognition particle-like (SRP) GTPase,Expression
BSU21870,False,True,True,ilvD,dihydroxy-acid dehydratase,S_Amino_acids_and_related_molecules
BSU06470,False,True,True,purQ,phosphoribosylformylglycinamidine synthetasephosphoribosylformylglycinamidine synthetase subunit I,S_Nucleotides_and_nucleic_acids
BSU14880,False,False,False,ctaB,heme <i>o</i> synthase,S_Membrane_bioenergetics
BSU22780,False,False,True,folEA,GTP cyclohydrolase I,S_Coenzymes_and_prosthetic_groups
BSU06510,False,False,False,purN,phosphoribosylglycinamide formyltransferase,S_Nucleotides_and_nucleic_acids
BSU38860,True,False,True,galE,UDP-glucose 4-epimerase,S_Carbohydrates_and_related_molecules
BSU06480,False,True,True,purL,phosphoribosylformylglycinamidine synthetase subunit IIphosphoribosylformylglycinamidine synthetase,S_Nucleotides_and_nucleic_acids
BSU03130,True,False,True,nadE,ammonium-dependent NAD+ synthetase,S_Coenzymes_and_prosthetic_groups
BSU06440,False,True,True,purB,adenylosuccinate lyase,S_Nucleotides_and_nucleic_acids
BSU06500,False,True,True,purM,phosphoribosylaminoimidazole synthetase,S_Nucleotides_and_nucleic_acids
BSU06490,False,True,True,purF,glutamine phosphoribosylpyrophosphate amidotransferase,S_Nucleotides_and_nucleic_acids
BSU06450,False,True,True,purC,phosphoribosylaminoimidazole succinocarboxamide synthetase,S_Nucleotides_and_nucleic_acids
